date,ET_mean,ET_var,ET_n,ET_z,ET_ema_hl7
2025-08-01,2.6666666666666665,2.3333333333333335,3,-0.2073511934573061,-0.06335827279665969
2025-08-03,3.0,,1,0.1398996004049294,-0.04418195128595456
2025-08-04,2.0,2.0,2,-0.9018527811817767,-0.12509318746675602
2025-08-05,2.6666666666666665,2.3333333333333335,3,-0.2073511934573061,-0.1328527895385714
2025-08-06,2.6666666666666665,2.3333333333333335,3,-0.2073511934573061,-0.13988001449881712
2025-08-07,3.0,,1,0.1398996004049294,-0.11349053210258535
2025-08-08,1.6666666666666667,1.3333333333333335,3,-1.249103575044012,-0.22059933724753755
2025-08-11,3.6666666666666665,0.33333333333333337,3,0.8344011881294,-0.12109789777864248
2025-08-12,2.0,0.0,2,-0.9018527811817767,-0.19473132087945302
2025-08-13,1.0,0.0,2,-1.9436051627684827,-0.3596629330568199
2025-08-14,3.0,4.0,3,0.1398996004049294,-0.31255198720682364
2025-08-15,5.0,,1,2.2234043635783416,-0.07340685255478958
2025-08-18,3.3333333333333335,0.33333333333333337,3,0.48715039426716494,-0.020546664034639957
2025-08-19,4.5,0.5,2,1.7025281727849886,0.14193444624330068
2025-08-20,3.0,0.0,2,0.1398996004049294,0.1417425700054381
2025-08-21,1.6666666666666667,1.3333333333333335,3,-1.249103575044012,0.01059490224306551
2025-08-22,3.0,0.0,3,0.1398996004049294,0.022787278519068727
2025-08-25,3.0,4.0,3,0.1398996004049294,0.03382984228888621
2025-08-27,2.6666666666666665,0.33333333333333337,3,-0.2073511934573061,0.011089113072626597
2025-08-28,3.3333333333333335,2.3333333333333335,3,0.48715039426716494,0.05597590559426786
2025-08-29,3.3333333333333335,1.3333333333333333,3,0.48715039426716494,0.0966299512406373
2025-09-01,3.3333333333333335,0.33333333333333337,3,0.48715039426716494,0.133450474794646
2025-09-02,2.3333333333333335,1.3333333333333333,3,-0.5546019873195411,0.06857752603251738
2025-09-03,3.3333333333333335,2.333333333333333,3,0.48715039426716494,0.10804228420873628
2025-09-04,3.0,4.0,3,0.1398996004049294,0.11104589872309562
2025-09-05,3.0,0.0,3,0.1398996004049294,0.11376630331345657
2025-09-06,4.0,2.0,2,1.1816519819916356,0.21444879725603583
2025-09-07,5.0,,1,2.2234043635783416,0.4038562373354545
2025-09-08,3.5,0.5,2,0.6607757911982824,0.428078884263488
2025-09-09,3.0,4.0,3,0.1398996004049294,0.4009091652281081
2025-09-10,3.0,,1,0.1398996004049294,0.3763011291235234
2025-09-11,2.3333333333333335,1.3333333333333333,3,-0.5546019873195411,0.28853572938909716
2025-09-12,2.6666666666666665,2.3333333333333335,3,-0.2073511934573061,0.24178375209611722
2025-09-14,2.5,4.5,2,-0.38097659038842363,0.18307039717552445
2025-09-15,4.0,3.0,3,1.1816519819916356,0.2772156121456538
2025-09-16,2.3333333333333335,0.33333333333333337,3,-0.5546019873195411,0.19879293358310415
2025-09-17,3.3333333333333335,2.3333333333333335,3,0.48715039426716494,0.2259788347845558
2025-09-18,2.0,1.0,3,-0.9018527811817767,0.11964881902490654
2025-09-19,2.3333333333333335,1.3333333333333333,3,-0.5546019873195411,0.0560817412452684
2025-09-20,4.0,,1,1.1816519819916356,0.1621981669071729
2025-09-21,4.0,,1,1.1816519819916356,0.2583100035957593
2025-09-22,3.3333333333333335,0.33333333333333337,3,0.48715039426716494,0.27988453526201784
2025-09-23,2.0,2.0,2,-0.9018527811817767,0.1684732766942544
2025-09-24,2.0,0.0,3,-0.9018527811817767,0.06756571390191997
2025-09-25,2.3333333333333335,2.3333333333333335,3,-0.5546019873195411,0.00890942051091971
2025-09-26,2.0,3.0,3,-0.9018527811817767,-0.07695470115679548
2025-09-28,2.3333333333333335,2.3333333333333335,3,-0.5546019873195411,-0.12198591639250332
2025-09-29,3.0,8.0,2,0.1398996004049294,-0.09729612111829922
2025-09-30,2.3333333333333335,1.3333333333333333,3,-0.5546019873195411,-0.1404095404134101
2025-10-09,2.0,1.0,3,-0.9018527811817767,-0.21219606831168752
2025-10-10,3.0,,1,0.1398996004049294,-0.17900159066971036
2025-10-13,2.6666666666666665,2.333333333333333,3,-0.2073511934573061,-0.1816743010623331
2025-10-14,2.0,3.0,3,-0.9018527811817767,-0.2495704049722765
2025-10-15,3.0,0.0,3,0.1398996004049294,-0.21285244533869715
2025-10-16,4.5,0.5,2,1.7025281727849886,-0.03227669028022362
2025-10-17,2.3333333333333335,0.33333333333333337,3,-0.5546019873195411,-0.08151977548524901
2025-10-18,4.0,,1,1.1816519819916356,0.03756780187944501
2025-10-19,3.0,,1,0.1398996004049294,0.047215296217693555
2025-10-20,1.6666666666666667,1.3333333333333335,3,-1.249103575044012,-0.07499721064224389
2025-10-21,2.0,2.0,2,-0.9018527811817767,-0.15295030526318298
2025-10-22,2.5,0.5,2,-0.38097659038842363,-0.17444783314759627
2025-10-23,3.3333333333333335,4.333333333333333,3,0.48715039426716494,-0.11207465757004688
2025-10-24,4.0,,1,1.1816519819916356,0.009893360155504384
2025-10-26,3.0,0.0,2,0.1398996004049294,0.022149891286418033
2025-10-27,2.3333333333333335,5.333333333333334,3,-0.5546019873195411,-0.03222423951400882
2025-10-29,1.5,0.5,2,-1.4227289719751297,-0.1633160987771545
2025-10-30,3.0,0.0,2,0.1398996004049294,-0.13473000048806985
2025-10-31,2.0,,1,-0.9018527811817767,-0.20705160146199283
